rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
2869,11090556,K02977.01,Kepler-1398 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.7881793,1.852e-05,-1.852e-05,131.84558,0.00571,-0.00571,2454964.846,0.00571,-0.00571,0.0,,,,,,0.058,0.402,-0.058,3.397,0.139,-0.139,,,,55.8,3.4,-3.4,0.006774,0.0003,-0.000303,0.6169,0.0395,-0.26938,LS+MCMC,1.02,0.18,-0.2,0.0392,,,89.47,,,1510.0,,,1228.07,538.44,-496.01,6.329,0.405,-0.405,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,q1_q17_dr25_koi,3.3233984,14.879479,17.7,2,483.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7208,Mandel and Agol (2002 ApJ 580 171),,,011/011090/011090556/dv/kplr011090556-20160209194854_dvr.pdf,011/011090/011090556/dv/kplr011090556-001-20160209194854_dvs.pdf,5758.0,78.0,-86.0,4.168,0.182,-0.098,0.12,0.15,-0.15,1.385,0.232,-0.283,1.029,0.09,-0.073,,,,q1_q17_dr25_stellar,294.86618,48.638981,13.71,14.08,13.662,13.551,13.497,12.695,12.389,12.355,0.442,19.657723,2.2e-05,48.63907,0.00024,-0.81,0.78,0.31,0.87,3.7e-05,4.4e-05,-1.9e-05,4.9e-05,0.59,0.38,-0.14,0.59,0.6,0.37,0.4,0.38,-0.08,0.57,0.41,0.37
6622,7750342,K05420.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,66.247851,0.001568,-0.001568,162.2694,0.0178,-0.0178,2454995.269,0.0178,-0.0178,0.0,,,,,,0.2847,0.1735,-0.2846,4.04,0.547,-0.547,,,,666.0,87.3,-87.3,0.023423,0.00164,-0.002009,8.05262,2.69187,-5.45258,MCMC,16.67,5.36,-7.61,0.4034,,,89.95,,,925.0,,,172.74,157.52,-128.86,123.2,41.2,-41.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2199,0.4743,q1_q16_koi,,,8.3,1,,1.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,007/007750/007750342/dv/kplr007750342-20130815195353_dvr.pdf,007/007750/007750342/dv/kplr007750342-001-20130826182306_dvs.pdf,5214.0,120.0,-193.0,3.109,0.333,-0.3,-0.26,0.26,-0.36,6.519,2.094,-2.976,1.996,0.464,-0.922,,,,stellar_q1_q16,290.85773,43.48455,13.234,13.994,13.191,12.909,12.728,11.658,11.13,11.07,0.531,19.390523,1.3e-05,43.48454,0.00013,0.32,0.53,-0.02,0.48,-0.00016,0.00033,-7e-05,0.00033,0.4,0.19,0.36,0.24,0.54,0.21,0.31,0.2,0.23,0.24,0.39,0.22
7345,8780959,K03741.04,Kepler-1518 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,TRANS_GAPPED,9.6310258,0.0001257,-0.0001257,132.7273,0.0101,-0.0101,2454965.727,0.0101,-0.0101,0.0,,,,,,0.951,0.027,-0.65,5.255,0.241,-0.241,,,,297.2,25.1,-25.1,0.019733,6.6e-05,-0.004331,0.02949,0.84282,-0.01651,LS+MCMC,2.9,0.82,-0.68,0.0905,,,79.56,,,1094.0,,,338.33,275.21,-164.36,5.25,2.6,-2.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3105,0.2893,q1_q17_dr25_koi,5.951192,19.670818,12.7,4,88.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3274,Mandel and Agol (2002 ApJ 580 171),,,008/008780/008780959/dv/kplr008780959-20160209194854_dvr.pdf,008/008780/008780959/dv/kplr008780959-003-20160209194854_dvs.pdf,6432.0,155.0,-214.0,4.207,0.19,-0.171,-0.34,0.25,-0.3,1.345,0.382,-0.313,1.06,0.177,-0.133,,,,q1_q17_dr25_stellar,300.33237,44.986141,13.306,13.669,13.274,13.151,13.11,12.309,12.101,12.058,,20.022159,1.4e-05,44.986179,0.0001,0.02,0.52,0.14,0.36,,,,,-0.46,0.49,0.19,0.19,0.5,0.46,-0.46,0.55,0.11,0.19,0.48,0.54
1124,8043714,K01765.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,6.814984472,9.4e-07,-9.4e-07,134.212391,0.00012,-0.00012,2454967.212,0.00012,-0.00012,0.0,,,,,,0.793,0.007,-0.004,3.05409,0.00516,-0.00516,,,,23915.0,46.8,-46.8,0.1589,0.000772,-3.6e-05,1.2244,0.02342,-0.05024,LS+MCMC,14.18,3.26,-1.1,0.0679,,,86.85,,,836.0,,,115.58,81.27,-28.44,14.432,0.276,-0.276,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,97.8356,843.1109,742.2,1,179.0,1.0,q1_q17_dr25_tce,01011111111111111000000000000000,0.0338,Mandel and Agol (2002 ApJ 580 171),,,008/008043/008043714/dv/kplr008043714-20160209194854_dvr.pdf,008/008043/008043714/dv/kplr008043714-001-20160209194854_dvs.pdf,5465.0,164.0,-164.0,4.566,0.038,-0.152,-0.06,0.3,-0.3,0.817,0.188,-0.063,0.897,0.082,-0.099,,,,q1_q17_dr25_stellar,296.66086,43.816441,15.981,16.648,15.934,15.695,15.575,14.546,14.161,14.099,0.0,19.77738868,4.9e-07,43.8164443,5.2e-06,-0.051,0.019,0.016,0.019,-0.0033,0.0026,0.0,0.0035,0.057,0.067,0.005,0.067,0.057,0.067,-0.076,0.068,-0.093,0.07,0.12,0.069
8515,4764969,K06450.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,EYEBALL---INVERT_DIFF,0.602277579,8.683e-06,-8.683e-06,131.5303,0.0112,-0.0112,2454964.53,0.0112,-0.0112,0.0,,,,,,0.7502,0.0469,-0.5325,2.38,0.548,-0.548,,,,34.6,6.0,-6.0,0.005841,5.2e-05,-0.001155,0.19379,0.46723,-0.13238,MCMC,0.78,0.29,-0.14,0.0139,,,61.31,,,2699.0,,,12545.82,13176.69,-5080.38,1.549,0.747,-0.747,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3045,0.286,q1_q17_dr24_koi,8.4743395,7.6680713,26.7,1,1775.0,1.0,q1_q17_dr24_tce,11111011101110111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,004/004764/004764969/dv/kplr004764969-20141002224145_dvr.pdf,004/004764/004764969/dv/kplr004764969-001-20141002224145_dvs.pdf,6510.0,162.0,-196.0,4.256,0.162,-0.162,-0.58,0.26,-0.3,1.228,0.446,-0.221,0.992,0.153,-0.106,,,,stellar_q1_q17,296.32202,39.856049,12.361,12.646,12.32,12.238,12.209,11.399,11.166,11.132,0.0,19.754798,1.1e-05,39.85603,0.00016,-0.13,0.44,-0.06,0.57,2.5e-05,1.5e-05,2.8e-05,2e-05,-0.37,0.17,-0.09,0.19,0.38,0.16,0.02,0.17,0.23,0.18,0.23,0.17
2084,8478994,K00245.01,Kepler-37 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,39.79220077,3.007e-05,-3.007e-05,175.250558,0.000584,-0.000584,2455008.251,0.000584,-0.000584,0.0,,,,,,0.019,0.336,-0.019,4.466,0.0216,-0.0216,,,,610.4,3.6,-3.6,0.022303,0.000363,-0.00013,4.02378,0.04935,-0.99611,LS+MCMC,1.9,0.08,-0.07,0.2144,,,89.98,,,458.0,,,10.38,1.54,-1.37,69.576,0.853,-0.853,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,q1_q17_dr25_koi,45.317265,175.61543,179.5,4,35.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1503,Mandel and Agol (2002 ApJ 580 171),,,008/008478/008478994/dv/kplr008478994-20160209194854_dvr.pdf,008/008478/008478994/dv/kplr008478994-001-20160209194854_dvs.pdf,5437.0,73.0,-81.0,4.571,0.02,-0.03,-0.24,0.15,-0.15,0.781,0.034,-0.031,0.829,0.044,-0.054,,,,q1_q17_dr25_stellar,284.05954,44.518215,9.705,10.418,9.779,,,8.356,8.0,7.942,0.0,18.9373176,2.6e-06,44.518559,2.3e-05,0.58,0.1,1.242,0.081,-0.00081,6.2e-05,-0.000664,5e-05,2.11,0.94,2.97,0.76,3.64,0.95,1.86,0.96,2.56,0.75,3.16,0.93
1218,10022908,K01586.01,Kepler-900 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.99130452,1.449e-05,-1.449e-05,135.46291,0.00152,-0.00152,2454968.463,0.00152,-0.00152,0.0,,,,,,0.74,0.166,-0.505,2.1568,0.057,-0.057,,,,555.4,17.8,-17.8,0.023477,0.003226,-0.002335,2.0883,3.83564,-1.45422,LS+MCMC,1.95,0.15,-0.11,0.0679,,,87.58,,,716.0,,,62.05,18.94,-12.47,17.54,8.1,-8.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0989,0.6441,q1_q17_dr25_koi,5.6226835,29.367743,36.3,1,157.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.1759,Mandel and Agol (2002 ApJ 580 171),,,010/010022/010022908/dv/kplr010022908-20160209194854_dvr.pdf,010/010022/010022908/dv/kplr010022908-001-20160209194854_dvs.pdf,4847.0,144.0,-129.0,4.606,0.02,-0.064,0.36,0.1,-0.3,0.761,0.059,-0.043,0.86,0.03,-0.084,,,,q1_q17_dr25_stellar,296.17728,46.99902,14.94,15.812,14.868,14.566,14.427,13.375,12.835,12.701,0.054,19.7451338,9.2e-06,46.999,0.00011,-0.7,0.34,-0.07,0.39,0.00028,0.00018,-0.00016,0.00021,0.1,0.2,-0.06,0.18,0.11,0.2,0.06,0.21,-0.26,0.2,0.27,0.2
734,11037335,K01435.01,Kepler-300 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,40.7150498,0.0001383,-0.0001383,146.56647,0.00279,-0.00279,2454979.566,0.00279,-0.00279,0.0,,,,,,0.638,0.237,-0.416,8.587,0.11,-0.11,,,,563.9,10.6,-10.6,0.022834,0.002025,-0.00099,0.27742,0.25349,-0.21067,LS+MCMC,2.2,0.65,-0.21,0.2293,,,88.74,,,516.0,,,16.76,14.51,-4.53,29.0,13.2,-13.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,12.013242,46.191032,56.4,2,34.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4931,Mandel and Agol (2002 ApJ 580 171),,,011/011037/011037335/dv/kplr011037335-20160209194854_dvr.pdf,011/011037/011037335/dv/kplr011037335-001-20160209194854_dvs.pdf,5968.0,161.0,-179.0,4.534,0.036,-0.204,-0.26,0.3,-0.3,0.881,0.26,-0.081,0.97,0.118,-0.118,,,,q1_q17_dr25_stellar,295.2887,48.59972,14.201,14.644,14.155,14.012,13.965,13.113,12.803,12.742,0.312,19.6859142,7.7e-06,48.599849,7.6e-05,0.06,0.27,0.46,0.27,4e-05,0.00015,-0.00012,0.00015,0.15,0.19,0.15,0.19,0.22,0.22,0.24,0.17,0.25,0.18,0.34,0.2
5325,3836399,K03834.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.540392098,2.054e-06,-2.054e-06,131.9989,0.00129,-0.00129,2454964.999,0.00129,-0.00129,0.0,,,,,,1.184,1.589,-0.044,3.7271,0.0623,-0.0623,,,,1022.0,14.3,-14.3,0.223011,1.543649,-0.042626,0.02905,0.18095,-0.0017,LS+MCMC,17.63,1.51,-1.68,0.0232,,,39.69,,,1210.0,,,506.98,164.83,-134.57,1.539,0.737,-0.737,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1646,0.5508,q1_q17_dr25_koi,23.111973,116.30082,87.2,1,866.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4295,Mandel and Agol (2002 ApJ 580 171),,,003/003836/003836399/dv/kplr003836399-20160209194854_dvr.pdf,003/003836/003836399/dv/kplr003836399-001-20160209194854_dvs.pdf,4911.0,146.0,-131.0,4.564,0.066,-0.039,-0.22,0.3,-0.3,0.724,0.062,-0.069,0.7,0.095,-0.047,,,,q1_q17_dr25_stellar,286.93588,38.924469,14.449,15.224,14.384,14.117,13.949,12.889,12.361,12.262,0.0,19.12914052,9.5e-07,38.923964,1.9e-05,3.412,0.04,-1.823,0.067,0.000188,3.1e-05,-0.00011,4.7e-05,-1.77,0.41,0.68,0.51,1.89,0.42,6.43,0.42,-4.97,0.25,8.13,0.36
4533,4919550,K04766.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.56676609,3.035e-05,-3.035e-05,132.49956,0.00452,-0.00452,2454965.5,0.00452,-0.00452,0.0,,,,,,0.392,0.066,-0.392,1.812,0.145,-0.145,,,,173.8,16.2,-16.2,0.011989,0.000543,-0.000903,6.41878,2.42748,-2.78119,LS+MCMC,1.12,0.06,-0.09,0.0574,,,88.98,,,859.0,,,128.51,21.75,-27.08,21.91,8.3,-8.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,2.8569503,10.313724,12.0,2,238.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9065,Mandel and Agol (2002 ApJ 580 171),,,004/004919/004919550/dv/kplr004919550-20160209194854_dvr.pdf,004/004919/004919550/dv/kplr004919550-001-20160209194854_dvs.pdf,5032.0,80.0,-80.0,4.479,0.077,-0.033,0.2,0.15,-0.15,0.859,0.041,-0.071,0.81,0.048,-0.032,,,,q1_q17_dr25_stellar,290.46756,40.056438,15.223,15.902,15.165,14.932,14.764,13.812,13.311,13.199,0.0,19.364523,3.1e-05,40.05562,0.00036,0.8,1.3,-2.9,1.3,-0.0001,0.0002,0.00044,0.00021,-0.22,0.54,0.16,0.79,0.27,0.6,-0.05,0.47,0.01,0.8,0.05,0.46
2652,12106929,K00359.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,5.93720557,1.538e-05,-1.538e-05,171.57597,0.00227,-0.00227,2455004.576,0.00227,-0.00227,0.0,,,,,,0.976,0.012,-0.006,4.882,0.171,-0.171,,,,371.4,11.2,-11.2,0.0237,0.004591,-0.001806,0.01497,0.00077,-0.00616,LS+MCMC,1.84,0.32,-0.1,0.0595,,,71.23,,,894.0,,,150.81,80.47,-30.75,3.033,0.156,-0.156,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.308,0.3117,q1_q17_dr25_koi,7.047277,44.597385,59.9,1,211.0,1.0,q1_q17_dr25_tce,11101111111111111000000000000000,0.3681,Mandel and Agol (2002 ApJ 580 171),,,012/012106/012106929/dv/kplr012106929-20160209194854_dvr.pdf,012/012106/012106929/dv/kplr012106929-001-20160209194854_dvs.pdf,5857.0,158.0,-158.0,4.633,0.032,-0.128,-0.88,0.3,-0.3,0.712,0.124,-0.041,0.802,0.056,-0.077,,,,q1_q17_dr25_stellar,289.1702,50.627621,13.799,14.218,13.759,13.62,13.557,12.704,12.355,12.282,0.0,19.2780063,7.1e-06,50.628526,7.4e-05,-0.26,0.24,3.26,0.27,0.000141,8.7e-05,-0.001072,9.5e-05,-1.97,0.63,1.77,0.76,2.64,0.7,-1.89,0.59,2.1,0.75,2.83,0.7
2110,5364071,K00248.02,Kepler-49 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.91274065,1.465e-05,-1.465e-05,169.85247,0.00105,-0.00105,2455002.852,0.00105,-0.00105,0.0,,,,,,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,,,,1387.2,26.5,-26.5,0.036155,0.003238,-0.002008,4.17699,5.51141,-0.32659,LS+MCMC,2.13,0.12,-0.16,0.0785,,,88.68,,,443.0,,,9.12,1.88,-2.0,29.7,13.1,-13.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3037,0.4224,q1_q17_dr25_koi,7.4485817,42.68845,57.4,4,111.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4122,Mandel and Agol (2002 ApJ 580 171),,,005/005364/005364071/dv/kplr005364071-20160209194854_dvr.pdf,005/005364/005364071/dv/kplr005364071-003-20160209194854_dvs.pdf,3834.0,77.0,-84.0,4.708,0.045,-0.021,-0.02,0.15,-0.15,0.539,0.03,-0.041,0.541,0.037,-0.037,,,,q1_q17_dr25_stellar,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0.668,19.4862987,5.4e-06,40.591756,5.1e-05,-0.3,0.22,-0.12,0.18,0.0,0.00034,0.00012,0.00033,0.11,0.31,-0.06,0.19,0.13,0.25,0.0,0.31,-0.12,0.22,0.12,0.23
3838,10397751,K02859.04,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.956,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.90512019,1.541e-05,-1.541e-05,132.56693,0.00482,-0.00482,2454965.567,0.00482,-0.00482,0.0,,,,,,0.417,0.033,-0.417,2.293,0.128,-0.128,,,,61.2,5.0,-5.0,0.007269,0.000254,-0.000497,1.58057,0.71029,-0.42021,LS+MCMC,0.57,0.07,-0.06,0.0351,,,87.31,,,1075.0,,,314.96,124.36,-86.74,8.9,4.0,-4.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,q1_q17_dr25_koi,4.82273,8.554918,13.2,5,381.0,4.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1341,Mandel and Agol (2002 ApJ 580 171),,,010/010397/010397751/dv/kplr010397751-20160209194854_dvr.pdf,010/010397/010397751/dv/kplr010397751-004-20160209194854_dvs.pdf,5374.0,160.0,-144.0,4.555,0.088,-0.064,-0.68,0.3,-0.3,0.721,0.082,-0.073,0.68,0.086,-0.034,,,,q1_q17_dr25_stellar,288.83136,47.551991,13.851,14.42,13.809,13.606,13.499,12.536,12.123,12.052,0.01,19.255389,3.3e-05,47.55247,0.00033,-1.3,1.2,1.7,1.2,7e-05,5.7e-05,-7.9e-05,5.6e-05,0.4,1.5,-0.68,0.92,0.77,0.99,0.5,1.4,-0.67,0.88,0.82,0.95
8526,5385667,K06573.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,12.4261809,0.0003848,-0.0003848,141.5307,0.0307,-0.0307,2454974.531,0.0307,-0.0307,0.0,,,,,,0.98,0.106,-0.005,29.09,2.0,-2.0,,,,92.2,2.6,-2.6,0.012023,0.085301,-0.0003,0.00026,9e-05,-7e-05,LS+MCMC,1.88,0.51,-0.63,0.1034,,,40.29,,,976.0,,,214.85,172.6,-130.41,1.285,0.445,-0.445,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2949,0.3354,q1_q17_dr25_koi,4.026168,10.666088,39.0,1,112.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.633,Mandel and Agol (2002 ApJ 580 171),,,005/005385/005385667/dv/kplr005385667-20160209194854_dvr.pdf,005/005385/005385667/dv/kplr005385667-001-20160209194854_dvs.pdf,5948.0,161.0,-178.0,4.106,0.35,-0.15,-0.28,0.3,-0.3,1.432,0.391,-0.478,0.957,0.141,-0.115,,,,q1_q17_dr25_stellar,297.64059,40.531952,13.219,13.706,13.184,13.01,12.942,12.037,11.749,11.656,0.002,19.842738,1.7e-05,40.53229,0.00019,1.31,0.72,1.22,0.69,-6.9e-05,4.6e-05,-6.8e-05,4.5e-05,-0.64,0.54,0.39,0.65,0.75,0.57,-0.47,0.57,0.59,0.64,0.75,0.63
4077,8330207,K04390.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,1.63668262,1.051e-05,-1.051e-05,131.64586,0.00541,-0.00541,2454964.646,0.00541,-0.00541,0.0,,,,,,1.22,7.189,-0.518,1.907,0.235,-0.235,,,,921.7,88.6,-88.6,0.254701,6.911377,-0.51345,0.08429,8.37397,-0.06107,LS+MCMC,103.99,36.36,-48.47,0.0304,,,57.74,,,2562.0,,,10160.3,10682.43,-7631.1,2.29,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2249,0.4664,q1_q17_dr25_koi,3.9227936,11.87466,12.9,1,164.0,1.0,q1_q17_dr25_tce,00000100010001000000000000000000,0.9901,Mandel and Agol (2002 ApJ 580 171),,,008/008330/008330207/dv/kplr008330207-20160209194854_dvr.pdf,008/008330/008330207/dv/kplr008330207-001-20160209194854_dvs.pdf,5234.0,158.0,-174.0,3.436,0.402,-0.234,-0.36,0.3,-0.3,3.739,1.307,-1.743,1.39,0.192,-0.48,,,,q1_q17_dr25_stellar,300.92484,44.24968,16.494,17.45,16.493,16.084,15.804,14.685,14.122,13.94,0.097,20.061702,2.4e-05,44.24934,0.00036,1.85,0.92,-1.2,1.3,0.00026,0.00067,0.00093,0.00094,-0.65,0.92,-0.84,0.35,1.06,0.63,-0.08,0.92,-0.63,0.35,0.64,0.36
3568,9846086,K00617.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,37.86511904,1.56e-05,-1.56e-05,198.599331,0.000301,-0.000301,2455031.599,0.000301,-0.000301,0.0,,,,,,1.28,3.224,-0.127,2.9799,0.0187,-0.0187,,,,6941.7,37.7,-37.7,0.383769,3.202092,-0.116615,1.75874,5.67895,-0.11254,LS+MCMC,40.36,12.95,-4.03,0.225,,,88.56,,,535.0,,,19.31,18.11,-5.6,51.1,23.6,-23.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,54.935226,221.32219,222.3,1,26.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.5286,Mandel and Agol (2002 ApJ 580 171),,,009/009846/009846086/dv/kplr009846086-20160209194854_dvr.pdf,009/009846/009846086/dv/kplr009846086-001-20160209194854_dvs.pdf,5858.0,156.0,-191.0,4.495,0.052,-0.208,0.1,0.2,-0.3,0.963,0.309,-0.096,1.056,0.112,-0.137,,,,q1_q17_dr25_stellar,297.41867,46.64426,14.608,15.126,14.534,14.386,14.309,13.362,13.029,12.946,0.013,19.8279122,1.7e-06,46.64421,1.8e-05,0.032,0.062,-0.179,0.066,-0.00076,0.00071,0.00053,0.00094,0.021,0.07,0.0,0.069,0.021,0.07,-0.004,0.071,0.004,0.072,0.006,0.073
8992,6629156,K06747.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---LPP_ALT---MOD_NONUNIQ_ALT,0.71538172,,,131.5505,,,2454964.55,,,,,,,,,,,,5.0,,,,,,,,,,,,839.90228,84.13473,-567.02545,none,,,,,,,,,,,,,7377.38,14021.01,-2565.07,,,,,,,,,q1_q17_dr25_koi,3.4746683,9.891173,,1,1896.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5664,,,,006/006629/006629156/dv/kplr006629156-20160209194854_dvr.pdf,006/006629/006629156/dv/kplr006629156-001-20160209194854_dvs.pdf,,,,,,,,,,,,,,,,,,,,297.66974,42.08886,14.67,15.042,14.583,14.51,14.435,13.612,13.427,13.356,0.0,19.84463,1.2e-05,42.08899,0.00011,-0.76,0.49,0.48,0.39,7.4e-05,3.8e-05,-6.4e-05,3e-05,-1.12,0.75,-0.75,0.52,1.35,0.89,-1.17,0.81,-0.81,0.55,1.42,0.95
