rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
9005,7537660,K06884.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,2.42186898,,,132.7886605,,,2454965.789,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr24_koi,4.918115,8.2015295,,1,562.0,1.0,q1_q17_dr24_tce,11111111111111111000000000000000,,,,,007/007537/007537660/dv/kplr007537660-20141002224145_dvr.pdf,007/007537/007537660/dv/kplr007537660-001-20141002224145_dvs.pdf,,,,,,,,,,,,,,,,,,,,294.6015,43.159935,13.583,14.309,13.54,13.27,,12.281,12.032,11.952,0.001,19.640094,1.2e-05,43.15958,0.00018,-0.23,0.46,-1.28,0.64,7e-06,1.5e-05,4.3e-05,2.2e-05,-0.04,0.52,0.15,0.46,0.16,0.62,-0.07,0.5,0.14,0.46,0.15,0.61
5029,3219037,K03395.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.00506974,9.309e-05,-9.309e-05,136.83029,0.00853,-0.00853,2454969.83,0.00853,-0.00853,0.0,,,,,,0.148,0.305,-0.148,3.481,0.244,-0.244,,,,143.3,14.1,-14.1,0.010975,0.000564,-0.000762,2.00242,0.28064,-0.99182,LS+MCMC,1.11,0.3,-0.15,0.0873,,,89.61,,,849.0,,,122.48,99.12,-41.68,21.96,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,3.4882889,10.070184,11.4,2,135.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4606,Mandel and Agol (2002 ApJ 580 171),,,003/003219/003219037/dv/kplr003219037-20160209194854_dvr.pdf,003/003219/003219037/dv/kplr003219037-001-20160209194854_dvs.pdf,5912.0,158.0,-175.0,4.453,0.098,-0.182,-0.38,0.3,-0.3,0.924,0.255,-0.127,0.884,0.109,-0.089,,,,q1_q17_dr25_stellar,286.54041,38.3326,14.634,15.123,14.603,14.424,14.362,13.461,13.144,13.047,0.026,19.102679,2.7e-05,38.33293,0.00035,-0.6,1.1,1.2,1.2,4e-05,0.00016,-0.00025,0.00018,0.23,0.88,-0.63,0.79,0.7,1.0,0.17,0.94,-0.72,0.76,0.74,0.93
1143,9729691,K01751.01,Kepler-949 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.689301216,9.801e-06,-9.801e-06,133.661284,0.000867,-0.000867,2454966.661,0.000867,-0.000867,0.0,,,,,,0.029,0.379,-0.029,2.563,0.0313,-0.0313,,,,1117.0,17.4,-17.4,0.029843,0.000773,-0.000428,4.75215,0.04705,-1.41718,LS+MCMC,2.92,0.6,-0.42,0.0774,,,89.94,,,782.0,,,88.24,59.32,-31.32,26.669,0.264,-0.264,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,10.483351,61.405857,70.9,2,126.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.4481,Mandel and Agol (2002 ApJ 580 171),,,009/009729/009729691/dv/kplr009729691-20160209194854_dvr.pdf,009/009729/009729691/dv/kplr009729691-001-20160209194854_dvs.pdf,5211.0,181.0,-163.0,4.447,0.12,-0.18,0.08,0.25,-0.3,0.895,0.186,-0.129,0.817,0.104,-0.064,,,,q1_q17_dr25_stellar,298.60788,46.453678,14.548,15.249,14.433,14.248,14.055,13.063,12.627,12.519,0.672,19.9071895,5.3e-06,46.453655,5.7e-05,-0.09,0.2,-0.09,0.2,0.00013,0.00022,5e-05,0.00023,-0.044,0.093,-0.157,0.097,0.16,0.1,-0.136,0.096,-0.178,0.1,0.22,0.11
1356,7697568,K01829.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,22.84156293,4.131e-05,-4.131e-05,138.632,0.00149,-0.00149,2454971.632,0.00149,-0.00149,0.0,,,,,,1.267,69.51,-0.051,2.5997,0.0692,-0.0692,,,,2940.7,72.5,-72.5,0.332581,69.58438,-0.048095,0.7722,286.6001,-0.13624,LS+MCMC,30.0,5.56,-2.98,0.1499,,,87.38,,,557.0,,,22.78,13.6,-6.39,27.7,13.8,-13.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,10.771274,47.546577,47.6,2,57.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.9382,Mandel and Agol (2002 ApJ 580 171),,,007/007697/007697568/dv/kplr007697568-20160209194854_dvr.pdf,007/007697/007697568/dv/kplr007697568-001-20160209194854_dvs.pdf,5381.0,175.0,-159.0,4.538,0.051,-0.119,-0.06,0.3,-0.3,0.826,0.153,-0.082,0.858,0.087,-0.078,,,,q1_q17_dr25_stellar,296.52243,43.363369,15.911,16.591,15.841,15.62,15.448,14.437,14.033,13.865,0.002,19.7681611,6.3e-06,43.363468,6.4e-05,-0.04,0.25,0.35,0.23,0.00053,0.00084,-0.00127,0.00091,0.15,0.099,-0.08,0.11,0.17,0.11,0.1,0.11,-0.21,0.11,0.23,0.12
8741,9005854,K07121.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,1.890227354,8.63e-07,-8.63e-07,131.678589,0.000365,-0.000365,2454964.679,0.000365,-0.000365,0.0,,,,,,0.957,0.214,-0.116,3.855,0.0238,-0.0238,,,,112260.0,522.0,-522.0,0.493645,0.154387,-0.118798,0.46727,0.05724,-0.04487,LS+MCMC,42.05,7.17,-3.29,0.0285,,,77.59,,,1236.0,,,551.66,297.99,-136.14,4.452,0.545,-0.545,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,q1_q17_dr25_koi,408.94156,4648.02,252.0,1,356.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.882,Mandel and Agol (2002 ApJ 580 171),,,009/009005/009005854/dv/kplr009005854-20160209194854_dvr.pdf,009/009005/009005854/dv/kplr009005854-001-20160209194854_dvs.pdf,5356.0,159.0,-159.0,4.589,0.035,-0.119,-0.12,0.3,-0.3,0.78,0.133,-0.061,0.872,0.07,-0.104,,,,q1_q17_dr25_stellar,285.03131,45.380451,15.569,16.213,15.518,15.293,15.195,14.216,13.808,13.689,,19.002086696,3.8e-08,45.38046066,3.7e-07,-0.0001,0.0014,0.0384,0.0013,0.0,0.089,,,0.004,0.067,-0.009,0.069,0.01,0.069,-0.014,0.072,0.008,0.078,0.016,0.077
1433,9649706,K02049.01,Kepler-1072 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.569066598,3.057e-06,-3.057e-06,133.04032,0.00171,-0.00171,2454966.04,0.00171,-0.00171,0.0,,,,,,0.097,0.358,-0.097,2.7803,0.0469,-0.0469,,,,147.2,3.5,-3.5,0.011031,0.000339,-0.000227,0.64519,0.04007,-0.19569,LS+MCMC,1.68,0.28,-0.34,0.0269,,,88.73,,,1849.0,,,2763.39,1157.65,-1098.21,4.379,0.272,-0.272,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,q1_q17_dr25_koi,4.5790415,37.942986,48.7,1,859.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6069,Mandel and Agol (2002 ApJ 580 171),,,009/009649/009649706/dv/kplr009649706-20160209194854_dvr.pdf,009/009649/009649706/dv/kplr009649706-001-20160209194854_dvs.pdf,5821.0,69.0,-87.0,4.172,0.162,-0.108,0.12,0.15,-0.15,1.395,0.228,-0.279,1.054,0.097,-0.081,,,,q1_q17_dr25_stellar,292.04437,46.329029,13.93,14.3,13.862,13.771,13.752,12.852,12.604,12.566,0.004,19.4696113,8.9e-06,46.328915,9.6e-05,-0.52,0.33,-0.41,0.34,7.8e-05,4.2e-05,4.9e-05,4.3e-05,-0.07,0.14,-0.03,0.16,0.08,0.15,-0.11,0.15,-0.1,0.16,0.15,0.17
1771,10863608,K02368.01,Kepler-1210 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.07127043,5.172e-05,-5.172e-05,137.76604,0.00577,-0.00577,2454970.766,0.00577,-0.00577,0.0,,,,,,0.271,0.192,-0.271,2.393,0.156,-0.156,,,,318.2,22.3,-22.3,0.016427,0.000666,-0.000815,4.6734,0.31768,-2.43236,LS+MCMC,1.53,0.42,-0.14,0.0753,,,89.39,,,856.0,,,126.94,103.13,-34.34,25.25,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3728,q1_q17_dr25_koi,3.9031043,15.912708,16.9,1,159.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.0051,Mandel and Agol (2002 ApJ 580 171),,,010/010863/010863608/dv/kplr010863608-20160209194854_dvr.pdf,010/010863/010863608/dv/kplr010863608-001-20160209194854_dvs.pdf,5766.0,155.0,-172.0,4.517,0.06,-0.18,-0.32,0.3,-0.3,0.853,0.236,-0.079,0.874,0.11,-0.08,,,,q1_q17_dr25_stellar,292.83215,48.21936,15.553,16.102,15.521,15.317,15.232,14.266,13.936,13.833,0.459,19.522155,2.4e-05,48.21946,0.00023,0.44,0.85,0.35,0.82,-0.0001,0.00026,-0.00016,0.00025,-0.47,0.34,-0.05,0.32,0.47,0.34,-0.44,0.34,-0.05,0.31,0.45,0.34
3466,10418797,K00741.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,23.355341391,2.817e-06,-2.817e-06,169.8339432,9.05e-05,-9.05e-05,2455002.834,9.05e-05,-9.05e-05,0.0,,,,,,0.842,0.009,-0.001,4.60672,0.0069,-0.0069,,,,38524.0,52.6,-52.6,0.218013,0.003888,-0.000592,1.37338,0.03703,-0.02451,LS+MCMC,21.55,5.8,-1.93,0.1611,,,88.58,,,601.0,,,30.96,24.58,-8.24,34.085,0.919,-0.919,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,217.71756,1094.4517,1144.3,1,46.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.2328,Mandel and Agol (2002 ApJ 580 171),,,010/010418/010418797/dv/kplr010418797-20160209194854_dvr.pdf,010/010418/010418797/dv/kplr010418797-001-20160209194854_dvs.pdf,5754.0,156.0,-173.0,4.534,0.035,-0.196,0.07,0.25,-0.3,0.905,0.244,-0.081,1.021,0.099,-0.124,,,,q1_q17_dr25_stellar,296.95724,47.55381,15.278,15.822,15.219,15.045,14.954,14.054,13.732,13.609,0.0,19.79714895,3.6e-07,47.553797,3.5e-06,-0.038,0.013,-0.047,0.013,-0.0065,0.0054,0.0035,0.008,0.024,0.067,0.001,0.068,0.024,0.067,-0.019,0.068,0.027,0.069,0.033,0.069
4000,7259249,K04237.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,0.950735805,2.789e-06,-2.789e-06,131.7794,0.00212,-0.00212,2454964.779,0.00212,-0.00212,0.0,,,,,,0.57,0.402,-0.368,1.1434,0.0918,-0.0918,,,,175.1,13.0,-13.0,0.01263,0.000371,-0.000787,3.23721,4.52696,-0.18316,LS+MCMC,1.39,0.46,-0.16,0.0196,,,83.9,,,1908.0,,,3129.59,3258.85,-1060.03,5.37,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,4.175261,11.146722,17.1,1,1406.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0001,Mandel and Agol (2002 ApJ 580 171),,,007/007259/007259249/dv/kplr007259249-20160209194854_dvr.pdf,007/007259/007259249/dv/kplr007259249-001-20160209194854_dvs.pdf,6039.0,217.0,-265.0,4.478,0.056,-0.224,0.07,0.25,-0.3,1.005,0.333,-0.111,1.108,0.145,-0.159,,,,q1_q17_dr25_stellar,282.92773,42.80608,15.156,15.623,15.068,14.956,14.937,13.968,13.669,13.551,0.0,18.861955,2e-05,42.80477,0.00024,4.2,0.78,-4.73,0.88,-0.00068,0.00013,0.00076,0.00015,2.25,0.11,-3.47,0.16,4.13,0.14,2.42,0.11,-3.61,0.19,4.34,0.16
5419,6531143,K07784.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.002,1,0,0,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT---CENT_KIC_POS,19.4444573,0.0007355,-0.0007355,147.9093,0.03,-0.03,2454980.909,0.03,-0.03,0.0,,,,,,0.634,0.034,-0.484,5.509,0.654,-0.654,,,,182.3,32.1,-32.1,0.012987,0.000922,-0.00149,0.48398,1.14549,-0.45496,LS+MCMC,1.53,0.47,-0.2,0.1477,,,88.29,,,749.0,,,74.47,66.87,-26.96,21.3,10.1,-10.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,3.5745072,7.448767,7.1,1,59.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.6068,Mandel and Agol (2002 ApJ 580 171),,,006/006531/006531143/dv/kplr006531143-20160209194854_dvr.pdf,006/006531/006531143/dv/kplr006531143-001-20160209194854_dvs.pdf,6278.0,174.0,-261.0,4.425,0.067,-0.202,-0.06,0.25,-0.3,1.081,0.329,-0.141,1.132,0.157,-0.157,,,,q1_q17_dr25_stellar,294.504,41.968159,15.835,16.284,15.768,15.643,15.551,14.673,14.356,14.418,0.003,19.633655,3.7e-05,41.96886,0.00041,2.2,1.5,2.5,1.5,-0.00044,0.00026,-0.00032,0.00026,1.99,0.67,1.89,0.84,2.74,0.94,1.74,0.65,2.4,0.8,2.96,0.9
6240,5653163,K05190.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---CENT_SATURATED---EPHEM_MATCH,2.40435325,4.758e-05,-4.758e-05,133.2257,0.0221,-0.0221,2454966.226,0.0221,-0.0221,0.0,,,,,,1.202,2.052,-0.169,6.825,0.403,-0.403,,,,349.6,18.3,-18.3,0.221241,2.045485,-0.16053,0.00786,0.11109,-0.0023,LS+MCMC,24.16,0.0,0.0,0.0352,,,26.14,,,1359.0,,,806.18,0.0,0.0,1.339,0.653,-0.653,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,3.2969303,14.315593,23.3,1,259.0,1.0,q1_q17_dr25_tce,00000000011111111000000000000000,0.0352,Mandel and Agol (2002 ApJ 580 171),,,005/005653/005653163/dv/kplr005653163-20160209194854_dvr.pdf,005/005653/005653163/dv/kplr005653163-001-20160209194854_dvs.pdf,5780.0,,,4.438,,,0.0,0.0,0.0,1.0,,,1.0,,,,,,Solar,299.71024,40.87804,10.63,18.27,,10.63,,14.684,13.655,13.297,0.0,19.980539,3.1e-05,40.88057,0.00032,-5.8,1.3,9.1,1.1,0.00133,0.00039,-0.00326,0.00035,0.36,0.7,11.6,1.2,11.6,1.2,-1.74,0.82,8.0,1.2,8.2,1.1
7801,10163067,K07291.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.983,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,25.9136674,0.0005882,-0.0005882,131.8232,0.0195,-0.0195,2454964.823,0.0195,-0.0195,0.0,,,,,,0.982,0.002,-0.682,10.498,0.306,-0.306,,,,109.7,7.6,-7.6,0.013137,0.00081,-0.003771,0.00306,0.35804,-0.00321,LS+MCMC,3.37,0.6,-1.21,0.1861,,,78.12,,,966.0,,,205.72,117.18,-130.12,4.77,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,q1_q17_dr25_koi,3.253537,9.7509165,16.1,1,41.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.0673,Mandel and Agol (2002 ApJ 580 171),,,010/010163/010163067/dv/kplr010163067-20160209194854_dvr.pdf,010/010163/010163067/dv/kplr010163067-001-20160209194854_dvs.pdf,6167.0,189.0,-170.0,3.804,0.293,-0.098,-0.2,0.3,-0.25,2.346,0.421,-0.842,1.279,0.235,-0.259,,,,q1_q17_dr25_stellar,298.9006,47.107769,12.556,12.975,12.525,12.377,12.35,11.465,11.175,11.111,0.781,19.926717,2.5e-05,47.10765,0.0002,0.37,0.9,-0.42,0.72,3e-05,0.0001,2.6e-05,8e-05,8.5,2.4,-3.1,1.1,9.0,2.2,8.5,2.3,-3.0,1.1,9.0,2.2
1057,5357901,K00188.01,Kepler-425 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.797018259,1.87e-07,-1.87e-07,133.508776,4.09e-05,-4.09e-05,2454966.509,4.09e-05,-4.09e-05,0.0,,,,,,0.321,0.036,-0.072,2.2608,0.00854,-0.00854,,,,14431.0,11.6,-11.6,0.108759,0.000367,-0.000764,3.3259,0.21962,-0.13721,LS+MCMC,10.07,0.75,-0.47,0.0457,,,88.65,,,982.0,,,219.64,50.33,-32.59,13.635,0.9,-0.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,140.05356,1567.476,1549.0,1,356.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1145,Mandel and Agol (2002 ApJ 580 171),,,005/005357/005357901/dv/kplr005357901-20160209194854_dvr.pdf,005/005357/005357901/dv/kplr005357901-001-20160209194854_dvs.pdf,5167.0,82.0,-82.0,4.527,0.04,-0.06,0.24,0.15,-0.15,0.848,0.063,-0.04,0.883,0.036,-0.044,,,,q1_q17_dr25_stellar,290.35803,40.567741,14.741,15.416,14.65,14.452,14.339,13.376,12.931,12.806,0.0,19.35720057,2e-07,40.5677118,2.1e-06,-0.0299,0.0082,-0.1014,0.0077,0.00032,0.00046,-5e-05,0.00059,-0.001,0.067,-0.005,0.067,0.005,0.067,-0.07,0.067,-0.125,0.069,0.143,0.068
7690,7592529,K06889.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,KIC_OFFSET,75.906736,0.003878,-0.003878,185.6963,0.0408,-0.0408,2455018.696,0.0408,-0.0408,0.0,,,,,,0.0506,0.4031,-0.0506,11.64,1.6,-1.6,,,,26.9,4.8,-4.8,0.004771,0.000502,-0.000413,0.41033,0.81241,-0.3905,MCMC,0.63,0.23,-0.12,0.3438,,,89.95,,,507.0,,,15.65,16.64,-6.6,50.0,24.7,-24.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2999,0.3169,q1_q17_dr24_koi,7.4784055,8.695344,9.2,1,18.0,1.0,q1_q17_dr24_tce,11111111111111111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,007/007592/007592529/dv/kplr007592529-20141002224145_dvr.pdf,007/007592/007592529/dv/kplr007592529-001-20141002224145_dvs.pdf,6140.0,151.0,-170.0,4.248,0.189,-0.189,-0.4,0.3,-0.3,1.206,0.444,-0.236,0.941,0.144,-0.101,,,,stellar_q1_q17,286.14291,43.236351,11.649,12.0,11.6,11.498,11.472,10.58,10.303,10.297,0.007,19.076128,4.3e-05,43.23576,0.00051,-2.6,1.7,-2.1,1.8,8e-05,6.1e-05,6e-05,6.6e-05,-1.1,0.4,-0.3,2.3,1.14,0.5,-1.51,0.32,-0.84,0.7,1.73,0.44
5236,9892471,K03584.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,8.268081087,6.34e-07,-6.34e-07,135.0563298,6.4e-05,-6.4e-05,2454968.056,6.4e-05,-6.4e-05,0.0,,,,,,1.099,0.474,-0.042,3.47103,0.00784,-0.00784,,,,71479.0,73.0,-73.0,0.499643,0.425502,-0.033201,1.78555,0.56671,-0.03064,LS+MCMC,50.31,14.89,-4.97,0.0797,,,86.62,,,863.0,,,130.83,113.8,-37.92,18.62,5.9,-5.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,245.29756,2061.6868,1320.5,1,158.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.1606,Mandel and Agol (2002 ApJ 580 171),,,009/009892/009892471/dv/kplr009892471-20160209194854_dvr.pdf,009/009892/009892471/dv/kplr009892471-001-20160209194854_dvs.pdf,5749.0,156.0,-190.0,4.502,0.05,-0.2,0.02,0.25,-0.3,0.922,0.273,-0.091,0.987,0.114,-0.114,,,,q1_q17_dr25_stellar,292.53125,46.728699,15.768,16.341,15.7,15.523,15.41,14.421,14.089,14.05,0.046,19.50208156,1.6e-07,46.7287455,1.5e-06,-0.0643,0.0061,0.1637,0.0053,-0.0008,0.0081,0.0,0.012,-0.006,0.067,0.0,0.067,0.006,0.067,-0.005,0.067,0.189,0.067,0.189,0.067
6320,3101178,K04963.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.858,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,59.4037839,0.0008493,-0.0008493,159.80356,0.00994,-0.00994,2454992.804,0.00994,-0.00994,0.0,,,,,,0.94,0.016,-0.661,10.041,0.276,-0.276,,,,123.5,8.2,-8.2,0.012476,6e-06,-0.002414,0.02663,0.51455,-0.01394,LS+MCMC,1.65,0.44,-0.37,0.2942,,,86.84,,,570.0,,,24.93,19.91,-11.98,17.06,8.5,-8.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3026,q1_q17_dr25_koi,3.9041092,9.542946,17.0,1,23.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0287,Mandel and Agol (2002 ApJ 580 171),,,003/003101/003101178/dv/kplr003101178-20160209194854_dvr.pdf,003/003101/003101178/dv/kplr003101178-001-20160209194854_dvs.pdf,6373.0,179.0,-247.0,4.256,0.204,-0.167,-0.54,0.3,-0.3,1.209,0.325,-0.266,0.961,0.145,-0.108,,,,q1_q17_dr25_stellar,287.04688,38.231617,11.679,12.278,11.628,11.423,,11.246,11.001,10.975,0.682,19.136456,1.4e-05,38.23152,0.00019,-0.11,0.59,-0.35,0.69,1.3e-05,7.6e-05,4.2e-05,8.9e-05,-0.01,0.69,0.8,1.4,0.8,1.4,0.03,0.76,1.0,1.5,1.0,1.5
5862,7618364,K07844.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_RUBBLE_SKYE_ZUMA_TRACKER---CENT_UNRESOLVED_OFFSET,1.302061421,2.574e-06,-2.574e-06,132.56436,0.0016,-0.0016,2454965.564,0.0016,-0.0016,0.0,,,,,,1.273,9.841,-0.08,1.8238,0.0974,-0.0974,,,,1046.1,45.1,-45.1,0.305569,9.555622,-0.078558,0.09517,16.53193,-0.00532,LS+MCMC,92.86,12.58,-37.77,0.0291,,,51.47,,,3345.0,,,29636.26,12903.33,-20804.62,2.04,1.0,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3243,0.2367,q1_q17_dr25_koi,4.1291213,13.403687,29.5,1,1026.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8481,Mandel and Agol (2002 ApJ 580 171),,,007/007618/007618364/dv/kplr007618364-20160209194854_dvr.pdf,007/007618/007618364/dv/kplr007618364-001-20160209194854_dvs.pdf,7757.0,211.0,-316.0,3.837,0.344,-0.108,-0.1,0.2,-0.35,2.783,0.377,-1.132,1.941,0.088,-0.496,,,,q1_q17_dr25_stellar,294.96756,43.277409,13.095,13.226,13.052,13.055,13.064,12.28,12.169,12.122,0.0,19.664147,4.7e-06,43.276473,4.4e-05,-14.06,0.18,-3.37,0.16,0.003376,4.6e-05,0.000846,4.1e-05,-1.79,0.44,-0.77,0.22,1.95,0.48,-1.85,0.4,-0.7,0.2,1.98,0.44
